Inf,Name,UID,Best Pos,Best Role,Best Duty,Pros,Cons,Position,Club,On Loan From,Based,Asking Price,Salary,Expires,Nat,2nd Nat,Home Grown Status,Height,Weight,Preferred Foot,Age,Personality,Media Handling,Transfer Value,Apps,Starts,Mins,Mins/Gm,Av Rat,Yth Gls,Yth Apps,Gls,Gls/90,Shots,ShT,Shot %,Shot/90,ShT/90,Pens,Pens S,Pen/R,Off,xG,CCC,Ch C/90,Ast,Asts/90,K Pas,K Ps/90,Pas A,Ps A/90,Ps C,Ps C/90,Pas %,Cr A,Cr C,Cr C/A,Drb,Goals Outside Box,FK Shots,OP-Cr %,Tck A,Shots Outside Box/90,Shts Blckd/90,Shts Blckd,Pr passes/90,Pr Passes,Pres C/90,Pres C,Pres A/90,Pres A,Poss Won/90,Poss Lost/90,OP-KP/90,OP-KP,OP-Crs C/90,OP-Crs C,OP-Crs A/90,OP-Crs A,Gl Mst,Hdrs L/90,K Tck/90,K Hdrs/90,Sprints/90,xGP/90,Blk,xG/shot,xGP,Clr/90,Blk/90,Conv %,Crs A/90,Cr C/90,Dist/90,Drb/90,FA,Distance,Hdrs A,Aer A/90,Hdrs,Hdrs W/90,Hdr %,K Tck,Tck W,Tck/90,Tck R,Fls,Yel,Red,Itc,Int/90,Clear,Conc,All/90,Shutouts,xSv %,Svh,Svt,Svp,Sv %,Pens Faced,Pens Saved,Pens Saved Ratio,PoM,AT Apps,Saves/90,Tgls/90,Tcon/90,Tall,Tgls,Pts/Gm,NP-xG/90,NP-xG,Last Gl,Last C,Last 5 Games,Last 5 FT Games,Int Conc,Int Av Rat,Int Ast,Int Apps,Won,G. Mis,Lost,D,Gwin,xG/90,xG-OP,xA/90,xA,Cln/90,Mins/Gl,AT Lge Gls,AT Lge Apps,AT Gls,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Acc,decimal_height,decimal_weight
Wnt,Olamilekan Adams,2000155999,-,Unknown,Unknown,Unknown,Unknown,AM (RC),Remo Stars,,Nigeria (Second Division),-,"$7,000 p/a",2028-07-31,NGA,,-,"6'0""",167 lbs,Unknown,20.0,,Scouting Required,Unknown,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,55.0,7.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,167
,Samuel Anakwe,2000153604,-,Unknown,Unknown,Unknown,Unknown,M (C),Remo Stars,,Nigeria (Second Division),-,"$9,750 p/a",2026-07-31,NGA,,-,"6'1""",176 lbs,Unknown,28.0,,Scouting Required,Unknown,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,81.0,9.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.08,176
Loa,Anthony Peprah,2000153023,-,Unknown,Unknown,Unknown,Unknown,D (R),Bechem Utd,,Ghana (Premier League),-,"$6,750 p/a",2026-07-31,GHA,NIG,-,"5'9""",141 lbs,Unknown,17.0,,Scouting Required,Unknown,0 (1),,49.0,49.0,6.6,,2.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,31.0,,24.0,,0.77,0.0,0.0,,0.0,0.0,0.0,,3.0,,,0.0,,4.0,,4.0,,6.0,,,,0.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,,,,,,,,,0.0,4.7,4.0,,2.0,,0.5,0.0,3.0,,,0.0,0.0,0.0,2.0,,3.0,,,,,,,,,,,,0.0,6.0,,,,,0.0,,,0.0,,,,,,,,,0.0,,1.0,0.0,,,0.0,,0.0,,,,6.0,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75,141
,Olamilekan Adedayo,2000143946,-,Unknown,Unknown,Unknown,Unknown,M (C),Remo Stars,,Nigeria (Second Division),-,"$20,000 p/a",2027-07-31,NGA,,-,"5'6""",136 lbs,Unknown,24.0,,Scouting Required,Unknown,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,109.0,9.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,136
Ask,Kayode Bankole,2000143929,-,Unknown,Unknown,Unknown,Unknown,GK,Remo Stars,,Nigeria (Second Division),-,"$17,250 p/a",2028-07-31,NGA,,-,"6'1""",176 lbs,Unknown,22.0,,Scouting Required,Unknown,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.0,,,,,,,,,,,,,2.0,6.95,0.0,2.0,,,,,,,,,,,,,116.0,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.08,176
,Michael Olalusi,2000138558,-,Unknown,Unknown,Unknown,Unknown,AM (C),Sunshine Stars,,Nigeria (NPFL),-,"$8,000 p/a",2026-07-31,NGA,,-,"6'2""",178 lbs,Unknown,22.0,,Scouting Required,Unknown,1 (1),1.0,48.0,24.0,6.8,,,0.0,,1.0,1.0,1.0,,,0.0,0.0,,0.0,0.06,0.0,,0.0,,1.0,,19.0,,16.0,,0.84,0.0,0.0,,1.0,0.0,0.0,,1.0,,,0.0,,1.0,,1.0,,5.0,,,,1.0,,0.0,,0.0,0.0,,,,,,0.0,0.06,,,,,,,,,0.0,4.3,3.0,,1.0,,0.33,0.0,0.0,,,0.0,0.0,0.0,1.0,,1.0,,,,,,,,,,,,0.0,86.0,,,,,2.0,,,0.06,,,,,,,,,0.0,,0.0,2.0,,,-0.06,,0.0,,,10.0,85.0,10.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.17,178
Loa,Bernard Sackey,2002091426,-,Unknown,Unknown,Unknown,Unknown,ST (C),Bechem Utd,,Ghana (Premier League),-,"$6,500 p/a",2026-07-31,GHA,,-,"5'10""",136 lbs,Unknown,17.0,,Scouting Required,Unknown,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,27.0,3.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.83,136
,Joël Kofana,211222,-,Unknown,Unknown,Unknown,Unknown,"DM, M (C)",Cotonsport,,Cameroon (Elite One),-,"$6,750 p/a",2026-06-30,CMR,,-,"6'1""",171 lbs,Unknown,33.0,,Scouting Required,Unknown,2,2.0,145.0,72.5,7.2,,,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,1.0,0.62,2.0,1.24,76.0,47.17,67.0,41.59,0.88,1.0,1.0,,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.48,4.0,1.86,3.0,9.93,16.0,13.66,5.59,1.24,2.0,0.62,1.0,0.62,1.0,0.0,3.1,0.0,0.62,5.59,,1.0,0.0,,0.62,0.62,,0.62,0.62,0.0,1.24,0.0,9.9,8.0,4.97,3.0,1.86,0.38,0.0,3.0,1.86,,5.0,0.0,0.0,2.0,1.24,1.0,,,,,,,,,,,,0.0,32.0,,0.62,1.86,,1.0,3.3,0.0,0.0,,,,,,,,,2.0,,0.0,0.0,,0.0,0.0,0.23,0.37,,,1.0,23.0,1.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.08,171
Ask,Patient Wassou,2000127351,-,Unknown,Unknown,Unknown,Unknown,"AM (L), ST (C)",Cotonsport,,Cameroon (Elite One),-,"$18,000 p/a",2027-06-30,CMR,,-,"6'2""",169 lbs,Unknown,21.0,,Scouting Required,Unknown,5,5.0,452.0,181.0,7.2,,,2.0,0.4,7.0,3.0,0.43,1.39,0.6,0.0,0.0,,3.0,1.46,3.0,1.16,2.0,0.4,7.0,1.39,93.0,18.52,80.0,15.93,0.86,15.0,2.0,,4.0,0.0,0.0,0.42,3.0,0.4,0.0,0.0,1.0,5.0,1.0,5.0,7.77,39.0,2.59,6.17,1.0,5.0,0.2,1.0,1.0,5.0,0.0,8.76,0.0,0.2,4.18,,1.0,0.21,,0.6,0.2,0.29,2.99,0.4,0.0,0.8,5.0,38.1,58.0,11.55,14.0,2.79,0.24,0.0,2.0,0.4,,3.0,0.0,0.0,5.0,1.0,3.0,,,,,,,,,,,,1.0,56.0,,3.98,1.48,,10.0,5.05,0.29,1.46,420.0,,,,,,,,4.0,,0.0,1.0,,0.29,0.54,0.1,0.49,,0.0,16.0,40.0,21.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.17,169
Ctr,Salomon Kalou,859510,-,Unknown,Unknown,Unknown,Unknown,"M/AM (L), ST (C)",AS Arta,,Djibouti (Première Division),-,N/A,,CIV,,-,"6'0""",165 lbs,Unknown,40.0,,Scouting Required,Unknown,7,7.0,630.0,180.0,6.69,,,0.0,,15.0,8.0,0.53,2.14,1.14,0.0,0.0,,1.0,1.82,0.0,,1.0,0.14,3.0,0.43,151.0,21.57,101.0,14.43,0.67,4.0,1.0,,1.0,0.0,0.0,,13.0,0.14,0.0,0.0,0.71,5.0,0.0,0.0,2.43,17.0,1.0,2.29,0.14,1.0,0.0,0.0,0.0,0.0,0.0,1.71,0.0,0.0,4.43,,2.0,0.12,,0.14,0.29,,0.57,0.14,0.0,0.14,4.0,15.7,15.0,2.14,3.0,0.43,0.2,0.0,10.0,1.43,,7.0,0.0,0.0,2.0,0.29,1.0,,,,,,,,,,,,0.0,553.0,,1.5,3.5,,3.0,2.45,0.26,1.82,,,,,,,,,0.0,,2.0,5.0,,0.26,-1.82,0.05,0.33,,,180.0,547.0,180.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,165
,Carlos Kameni,917333,-,Unknown,Unknown,Unknown,Unknown,GK,Ponferradina,,Spain (1ª Federación I),-,"$74,500 p/a",2026-06-30,CMR,FRA,-,"6'1""",185 lbs,Unknown,41.0,,Scouting Required,Unknown,-,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.0,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.08,185
FrA,Amir Kamal,7642892,-,Unknown,Unknown,Unknown,Unknown,D (C),,,Sudan,-,-,,SUD,,-,"5'9""",152 lbs,Unknown,38.0,,Scouting Required,$0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,6.5,1.0,,,,,,,,,,,,,1.0,60.0,1.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75,152
,Raïs M'Bolhi,8430841,-,Unknown,Unknown,Unknown,Unknown,GK,CR Bélouizdad,,Algeria (Ligue 1),-,"$179,000 p/a",,ALG,FRA,-,"6'3""",180 lbs,Unknown,39.0,,Scouting Required,Unknown,1,1.0,90.0,90.0,6.3,,,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,23.0,23.0,23.0,23.0,1.0,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,-1.52,,0.0,-1.52,0.0,,,,,0.0,,0.0,3.8,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,,3.0,3.0,0.0,-4.26,1.0,0.0,1.0,-0.4,0.0,0.0,,0.0,294.0,2.0,5.0,3.0,3.0,5.0,3.15,0.0,0.0,,29.0,,,,,,,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,288.0,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,180
FrA,Obed Bentum,2000109907,-,Unknown,Unknown,Unknown,Unknown,ST (C),,,Ghana,-,-,,GHA,,-,"6'0""",171 lbs,Unknown,30.0,,Scouting Required,$0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,56.0,12.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,171
FrA,Solomon Agbesi,2000109674,-,Unknown,Unknown,Unknown,Unknown,GK,,,Ghana,-,-,,GHA,,-,"6'5""",180 lbs,Unknown,24.0,,Scouting Required,$0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.42,180
Ama,Stéphane Mbia,8440903,-,Unknown,Unknown,Unknown,Unknown,"D (C), DM, M (C)",Châteauroux,,France (National),-,N/A,,CMR,FRA,-,"6'2""",174 lbs,Unknown,39.0,,Scouting Required,Unknown,-,,,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,397.0,28.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.17,174
,Leonel Ntebeu Djoko,2000108212,-,Unknown,Unknown,Unknown,Unknown,M (C),Fovu Club,,Cameroon (Elite One),-,"$9,500 p/a",2026-06-30,CMR,,-,"5'7""",156 lbs,Unknown,28.0,,Scouting Required,Unknown,1,1.0,90.0,90.0,6.0,,,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,40.0,40.0,36.0,36.0,0.9,0.0,0.0,,2.0,0.0,0.0,,1.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,12.0,12.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,,1.0,0.0,,0.0,1.0,,0.0,0.0,0.0,2.0,0.0,8.1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,3.0,0.0,0.0,2.0,2.0,0.0,,,,,,,,,,,,0.0,40.0,,1.0,1.0,,1.0,1.45,0.0,0.0,,,,,,,,,0.0,,0.0,1.0,,0.0,0.0,0.0,0.0,,,3.0,37.0,3.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.58,156
,Ahmed Fathy,8626308,-,Unknown,Unknown,Unknown,Unknown,"D (R), DM",Al-Masry,,Egypt (Premier League),-,"$159,000 p/a",2026-07-31,EGY,,-,"5'9""",160 lbs,Unknown,40.0,,Scouting Required,Unknown,0 (5),,200.0,89.17,6.67,,,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,1.0,1.38,0.0,,0.0,,115.0,51.75,101.0,45.45,0.88,1.0,1.0,,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.35,3.0,1.35,3.0,9.0,20.0,12.15,10.35,0.0,0.0,0.45,1.0,0.45,1.0,0.0,2.7,0.0,0.0,7.65,,2.0,0.0,,1.35,0.9,,0.45,0.45,0.0,0.45,0.0,15.8,11.0,4.95,5.0,2.25,0.45,0.0,2.0,0.9,,3.0,2.0,0.0,5.0,2.25,3.0,,,,,,,,,,,,0.0,407.0,,0.0,0.0,,0.0,3.35,0.0,0.0,,,,,,,,,3.0,,0.0,2.0,,0.0,0.0,0.13,0.28,,,23.0,390.0,23.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75,160
,Haruna Niyonzima,12021967,-,Unknown,Unknown,Unknown,Unknown,M/AM (C),Al-Taawon,,Libya (Libyana Premier League),-,"$66,000 p/a",2026-07-31,RWA,,-,"5'6""",125 lbs,Unknown,34.0,,Scouting Required,Unknown,6,6.0,429.0,71.5,6.67,,,1.0,0.21,5.0,1.0,0.2,1.05,0.21,0.0,0.0,,0.0,0.18,3.0,0.63,1.0,0.21,13.0,2.73,215.0,45.1,178.0,37.34,0.83,20.0,5.0,,4.0,0.0,0.0,0.25,14.0,0.84,0.0,0.0,3.99,19.0,3.57,17.0,11.33,54.0,13.22,12.59,1.26,6.0,0.84,4.0,1.68,8.0,0.0,3.15,0.0,0.0,6.5,,2.0,0.04,,1.26,0.42,0.2,4.2,1.05,0.0,0.84,3.0,33.8,20.0,4.2,5.0,1.05,0.25,0.0,9.0,1.89,,5.0,1.0,0.0,9.0,1.89,6.0,,,,,,,,,,,,0.0,44.0,,1.47,1.26,,7.0,1.2,0.04,0.18,248.0,,,,,,,,1.0,,2.0,3.0,,0.04,0.82,0.26,1.23,,0.0,1.0,37.0,3.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,125
Ama,Emmanuel Badu,12035987,-,Unknown,Unknown,Unknown,Unknown,"DM, M (C)",Tampere Utd,,Finland (Kakkonen B),-,N/A,,GHA,,-,"5'8""",154 lbs,Unknown,34.0,,Scouting Required,Unknown,27 (1),27.0,2436.0,176.89,6.42,,7.0,0.0,,13.0,1.0,0.08,0.48,0.04,0.0,0.0,,0.0,2.03,0.0,,1.0,0.04,0.0,,560.0,20.69,371.0,13.71,0.66,0.0,0.0,,0.0,0.0,0.0,,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.16,,0.0,,,0.0,0.0,0.0,,33.0,0.0,0.0,,,,,0.0,51.0,1.88,,54.0,3.0,2.0,0.0,,0.0,,,,,,,,,,,,0.0,316.0,,0.0,0.0,,0.0,2.45,0.07,2.03,,,,,,,,,0.0,,0.0,28.0,,0.07,-2.03,0.07,1.98,,,25.0,316.0,25.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.67,154
Wnt,Joseph Ambrosius,2000107198,-,Unknown,Unknown,Unknown,Unknown,ST (C),Hearts of Oak,,Ghana (Premier League),$0,$525 p/a,2028-07-31,GHA,,-,"5'11""",138 lbs,Unknown,16.0,,Scouting Required,$0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.92,138
,Alex Limaleba,2000106137,-,Unknown,Unknown,Unknown,Unknown,GK,Avion FC,,Cameroon (Elite One),-,"$3,900 p/a",,CMR,,-,"6'4""",180 lbs,Unknown,22.0,,Scouting Required,Unknown,2,2.0,180.0,90.0,7.4,,,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,38.0,19.0,28.0,14.0,0.74,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,8.5,2.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.28,,0.0,0.57,9.5,,,,,0.0,,1.0,9.6,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,,1.0,0.5,1.0,-9.76,0.0,1.0,5.0,-0.14,0.0,0.0,,1.0,49.0,3.0,1.0,0.5,1.0,2.0,1.6,0.0,0.0,,155.0,,,,,,,1.0,,0.0,1.0,,0.0,0.0,0.0,0.0,0.5,,,48.0,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.33,180
Unh,Daniel Wotlai,2000098417,-,Unknown,Unknown,Unknown,Unknown,"DM, M (C)",Abia Warriors,,Nigeria (NPFL),-,"$20,000 p/a",2028-07-31,NGA,,-,"6'1""",178 lbs,Unknown,22.0,,Scouting Required,Unknown,1,1.0,83.0,83.0,6.1,,,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,1.0,1.08,0.0,,1.0,1.08,38.0,41.2,37.0,40.12,0.97,1.0,1.0,,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.17,2.0,3.25,3.0,10.84,10.0,22.77,8.67,1.08,1.0,1.08,1.0,1.08,1.0,0.0,,0.0,0.0,8.67,,0.0,0.0,,1.08,,,1.08,1.08,0.0,,0.0,7.0,1.0,1.08,1.0,1.08,1.0,0.0,1.0,1.08,,0.0,0.0,0.0,2.0,2.17,1.0,,,,,,,,,,,,0.0,133.0,,2.17,0.0,,2.0,1.65,0.0,0.0,,,,,,6.7,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.16,0.15,,,7.0,123.0,9.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.08,178
,Boualem Khoukhi,12038077,-,Unknown,Unknown,Unknown,Unknown,D (C),Al-Sadd,,Qatar (QSL),-,"$4,249,000 p/a",2026-06-30,QAT,ALG,-,"6'1""",165 lbs,Unknown,35.0,,Scouting Required,Unknown,1 (3),1.0,198.0,112.0,6.77,,1.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,104.0,47.27,92.0,41.82,0.88,0.0,0.0,,0.0,0.0,0.0,,8.0,0.0,0.0,0.0,1.36,3.0,0.91,2.0,2.27,5.0,5.91,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.45,3.64,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,7.9,6.0,2.73,5.0,2.27,0.83,0.0,8.0,3.64,,7.0,0.0,0.0,2.0,0.91,0.0,,,,,,,,,,,,0.0,286.0,,2.61,0.0,,2.0,3.2,0.0,0.0,,,,,,,,,2.0,,0.0,2.0,,0.0,0.0,0.0,0.0,,,45.0,277.0,46.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.08,165
Ask,Samuel Tiza,2000097741,-,Unknown,Unknown,Unknown,Unknown,AM (LC),Lobi Stars,,Nigeria (NPFL),-,"$6,250 p/a",,NGA,,-,"5'8""",149 lbs,Unknown,33.0,,Scouting Required,Unknown,0 (3),,123.0,41.0,7.1,,,0.0,,4.0,0.0,0.0,2.93,0.0,0.0,0.0,,0.0,0.22,0.0,,1.0,0.73,3.0,2.2,47.0,34.39,41.0,30.0,0.87,7.0,3.0,,4.0,0.0,0.0,0.43,5.0,2.2,0.0,0.0,5.12,7.0,3.66,5.0,11.71,16.0,3.66,13.17,2.2,3.0,2.2,3.0,5.12,7.0,0.0,2.2,0.0,0.73,11.71,,0.0,0.06,,0.73,,,5.12,2.2,0.0,2.93,1.0,10.1,7.0,5.12,4.0,2.93,0.57,0.0,3.0,2.2,,3.0,2.0,0.0,2.0,1.46,1.0,,,,,,,,,,,,0.0,62.0,,0.73,0.73,,1.0,1.75,0.16,0.22,,,,,,,,,2.0,,0.0,1.0,,0.16,-0.22,0.24,0.33,,,9.0,61.0,9.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.67,149
,Mohamed Moluh Mounta,2000097575,-,Unknown,Unknown,Unknown,Unknown,"DM, M (C)",PWD Bamenda,,Cameroon (Elite One),-,"$11,750 p/a",2027-06-30,CMR,,-,"5'10""",163 lbs,Unknown,24.0,,Scouting Required,Unknown,2,2.0,130.0,65.0,6.7,,,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,3.0,2.08,67.0,46.38,64.0,44.31,0.96,2.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.08,3.0,2.08,3.0,13.15,19.0,11.77,11.77,2.08,3.0,0.0,0.0,1.38,2.0,0.0,1.38,0.0,1.38,9.0,,0.0,0.0,,1.38,,,1.38,0.0,0.0,,2.0,11.3,4.0,2.77,2.0,1.38,0.5,0.0,2.0,1.38,,2.0,0.0,0.0,1.0,0.69,2.0,,,,,,,,,,,,0.0,45.0,,0.69,2.08,,1.0,1.3,0.0,0.0,,,,,,,,,0.0,,1.0,1.0,,0.0,0.0,0.0,0.0,,,5.0,42.0,5.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.83,163
FrA,Mohamed Ibrahim,12041159,-,Unknown,Unknown,Unknown,Unknown,AM (LC),,,Egypt,-,-,,EGY,,-,"5'9""",158 lbs,Unknown,33.0,,Scouting Required,$0,-,,,,,17.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,262.0,29.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75,158
Unh,John Paul Ngong,2000097574,-,Unknown,Unknown,Unknown,Unknown,M/AM (R),PWD Bamenda,,Cameroon (Elite One),-,"$3,900 p/a",,CMR,,-,"6'0""",167 lbs,Unknown,30.0,,Scouting Required,Unknown,2,2.0,180.0,90.0,6.85,,,0.0,,4.0,2.0,0.5,2.0,1.0,0.0,0.0,,1.0,0.83,2.0,1.0,1.0,0.5,3.0,1.5,71.0,35.5,60.0,30.0,0.85,12.0,3.0,,7.0,0.0,0.0,0.25,4.0,0.5,0.0,0.0,5.0,10.0,2.0,4.0,8.5,17.0,2.0,16.5,1.5,3.0,1.5,3.0,6.0,12.0,0.0,3.0,0.0,0.0,14.0,,0.0,0.21,,0.5,,,6.0,1.5,0.0,3.5,3.0,16.5,11.0,5.5,5.0,2.5,0.45,0.0,1.0,0.5,,3.0,0.0,0.0,2.0,1.0,1.0,,,,,,,,,,,,0.0,50.0,,1.0,1.5,,2.0,1.3,0.41,0.83,,,,,,,,,0.0,,1.0,1.0,,0.41,-0.83,0.1,0.19,,,3.0,48.0,3.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,167
